Cluster,HLA,Correlation
2of6,HLA_B0702,0.44
4of6,HLA_B2709,0.44
2of3,HLA_B1803,0.44
2of6,HLA_C0702,0.44
1of6,HLA_A2402,0.44
1of3,HLA_C0202,0.44
1of6,HLA_B2705,0.44
1of6,HLA_A0203,0.44
4of4,HLA_C0801,0.44
2of6,HLA_C0403,0.44
2of3,HLA_C1701,0.44
1of4,HLA_B1501,0.44
6of6,HLA_B3905,0.44
1of2,HLA_A0205,0.44
6of6,HLA_B3906,0.44
5of5,HLA_B1301,0.44
1of5,HLA_B1805,0.44
1of2,HLA_B5801,0.44
6of6,HLA_B3507,0.44
6of6,HLA_C0801,0.44
2of3,HLA_B0801,0.44
4of4,HLA_B3901,0.44
5of5,HLA_B3701,0.44
1of4,HLA_B3924,0.44
2of6,HLA_B5501,0.44
3of6,HLA_A6901,0.44
4of4,HLA_B4002,0.44
1of4,HLA_B1801,0.44
1of4,HLA_A0201,0.44
4of4,HLA_B6701,0.44
2of3,HLA_A0202,0.44
6of6,HLA_B5401,0.44
2of5,HLA_B3503,0.44
1of1,HLA_C1505,0.44
5of5,HLA_A2501,0.44
2of5,HLA_B8101,0.44
1of1,HLA_C0102,0.44
3of5,HLA_B3901,0.44
2of4,HLA_A0202,0.44
2of2,HLA_C0801,0.44
2of2,HLA_A0252,0.44
2of4,HLA_B4403,0.44
3of5,HLA_A2501,0.44
1of1,HLA_A0205,0.44
2of2,HLA_B1517,0.44
3of4,HLA_A6801,0.44
3of5,HLA_B4001,0.44
2of2,HLA_B5701,0.44
2of2,HLA_C1403,0.44
2of3,HLA_A1101,0.43
2of2,HLA_C1204,0.43
3of5,HLA_B2705,0.43
4of4,HLA_A0206,0.43
1of4,HLA_B1518,0.43
6of6,HLA_C0303,0.43
3of6,HLA_B3801,0.43
1of6,HLA_C0602,0.43
2of2,HLA_B0704,0.43
3of4,HLA_A0252,0.43
2of2,HLA_B5703,0.43
1of4,HLA_B1805,0.43
1of1,HLA_B3802,0.43
3of6,HLA_C1203,0.43
4of4,HLA_A2601,0.43
1of3,HLA_A2501,0.43
3of6,HLA_B1517,0.43
2of6,HLA_B5601,0.43
1of6,HLA_B8101,0.43
1of6,HLA_B3901,0.43
1of5,HLA_B2704,0.43
1of5,HLA_A2501,0.43
3of5,HLA_A0301,0.43
2of3,HLA_B0702,0.43
2of6,HLA_B3701,0.43
1of5,HLA_B1801,0.43
1of2,HLA_B4701,0.43
2of5,HLA_A0207,0.43
4of6,HLA_A6901,0.43
1of5,HLA_A2402,0.43
1of2,HLA_C0704,0.43
5of5,HLA_B1518,0.43
1of4,HLA_B4801,0.43
1of4,HLA_B4032,0.43
2of4,HLA_A2407,0.43
2of3,HLA_A6901,0.43
3of5,HLA_C0602,0.43
1of6,HLA_B5703,0.43
5of5,HLA_B0801,0.43
3of6,HLA_B4032,0.43
4of4,HLA_A6601,0.43
2of5,HLA_A6801,0.43
2of4,HLA_A2501,0.43
1of3,HLA_B1501,0.43
3of3,HLA_B3503,0.43
3of6,HLA_B4601,0.43
3of3,HLA_A6801,0.43
1of6,HLA_A3001,0.43
1of3,HLA_A0201,0.43
4of6,HLA_B1518,0.43
4of6,HLA_B3905,0.43
2of4,HLA_B4901,0.43
1of6,HLA_B4001,0.43
3of5,HLA_A3001,0.43
3of5,HLA_C0801,0.43
2of3,HLA_A3201,0.43
3of6,HLA_B1513,0.43
5of5,HLA_B4032,0.43
2of3,HLA_A2407,0.43
3of3,HLA_C0303,0.43
1of1,HLA_A3401,0.43
3of5,HLA_A2601,0.43
2of2,HLA_A0211,0.43
3of5,HLA_B4402,0.43
1of6,HLA_B5101,0.43
1of6,HLA_A1101,0.43
2of4,HLA_B0801,0.43
1of5,HLA_B3508,0.43
3of5,HLA_B5703,0.43
2of3,HLA_B1513,0.43
2of4,HLA_B5802,0.43
6of6,HLA_B1803,0.43
4of4,HLA_C1701,0.43
1of6,HLA_B1503,0.43
6of6,HLA_A0201,0.43
3of6,HLA_B5301,0.43
1of4,HLA_C1203,0.42
6of6,HLA_B3503,0.42
6of6,HLA_C1701,0.42
1of4,HLA_A0207,0.42
3of3,HLA_B2709,0.42
1of5,HLA_B0704,0.42
1of4,HLA_C0302,0.42
3of3,HLA_C0102,0.42
2of3,HLA_C0801,0.42
2of6,HLA_B3503,0.42
2of5,HLA_C0102,0.42
1of2,HLA_C1602,0.42
3of6,HLA_C1601,0.42
4of5,HLA_B1805,0.42
1of2,HLA_C1505,0.42
1of2,HLA_C1403,0.42
1of1,HLA_B1402,0.42
1of1,HLA_B3502,0.42
4of6,HLA_B1805,0.42
2of3,HLA_B3501,0.42
3of6,HLA_A0211,0.42
1of5,HLA_B4002,0.42
2of5,HLA_C0801,0.42
1of2,HLA_B3507,0.42
1of4,HLA_B5101,0.42
3of6,HLA_C1202,0.42
4of6,HLA_A2501,0.42
4of4,HLA_B1801,0.42
4of4,HLA_C0501,0.42
3of6,HLA_B5703,0.42
2of6,HLA_A0101,0.42
2of4,HLA_B4601,0.42
1of2,HLA_B1301,0.42
2of6,HLA_B1510,0.42
2of2,HLA_A0301,0.42
1of6,HLA_B1301,0.42
3of3,HLA_A3001,0.42
2of6,HLA_B3501,0.42
4of6,HLA_A6802,0.42
1of1,HLA_B4001,0.42
4of4,HLA_B1401,0.42
2of3,HLA_B5601,0.42
2of6,HLA_B1513,0.42
6of6,HLA_B2709,0.42
1of1,HLA_B5801,0.42
5of5,HLA_A3601,0.42
1of3,HLA_B4002,0.42
2of3,HLA_C0303,0.42
4of6,HLA_C1402,0.42
3of5,HLA_B5108,0.42
6of6,HLA_B5701,0.42
2of2,HLA_B6701,0.42
5of5,HLA_C0801,0.42
4of6,HLA_B2704,0.42
3of5,HLA_B4701,0.42
2of6,HLA_C1403,0.42
2of2,HLA_B4801,0.42
3of4,HLA_C0801,0.42
3of4,HLA_A6802,0.42
1of6,HLA_B2704,0.42
1of2,HLA_B2705,0.42
2of4,HLA_A6801,0.42
2of2,HLA_C1602,0.42
1of3,HLA_B0801,0.42
1of5,HLA_C1403,0.42
2of3,HLA_C0704,0.42
2of3,HLA_B3905,0.42
1of3,HLA_C1203,0.42
2of5,HLA_B4601,0.42
2of6,HLA_B5001,0.42
3of5,HLA_B1301,0.42
2of3,HLA_B5502,0.42
1of6,HLA_B4405,0.42
3of6,HLA_B1805,0.42
2of2,HLA_A2902,0.42
3of5,HLA_B1517,0.42
2of4,HLA_B1502,0.42
1of6,HLA_A2501,0.42
3of5,HLA_B8101,0.42
1of1,HLA_B5001,0.42
1of6,HLA_A6601,0.42
3of6,HLA_C0202,0.42
1of6,HLA_A2601,0.42
2of3,HLA_B4201,0.41
1of2,HLA_B5701,0.41
5of5,HLA_B4201,0.41
1of4,HLA_B1803,0.41
2of2,HLA_B4405,0.41
6of6,HLA_A2301,0.41
3of5,HLA_B2704,0.41
1of5,HLA_B5703,0.41
5of5,HLA_B1401,0.41
1of2,HLA_B1503,0.41
4of4,HLA_C0102,0.41
2of6,HLA_B5301,0.41
5of5,HLA_B4601,0.41
2of6,HLA_B0801,0.41
1of2,HLA_B1502,0.41
2of6,HLA_B0704,0.41
2of3,HLA_B5501,0.41
2of2,HLA_A3101,0.41
1of2,HLA_A1102,0.41
1of2,HLA_C1203,0.41
3of3,HLA_A6901,0.41
1of1,HLA_A6601,0.41
5of5,HLA_B0702,0.41
2of3,HLA_B1402,0.41
4of6,HLA_A2402,0.41
2of6,HLA_B4405,0.41
1of3,HLA_B1517,0.41
5of5,HLA_B1805,0.41
3of4,HLA_B1511,0.41
4of5,HLA_B3924,0.41
3of3,HLA_B3801,0.41
4of5,HLA_B1801,0.41
3of4,HLA_B4002,0.41
2of2,HLA_A2501,0.41
3of3,HLA_B3901,0.41
1of3,HLA_B0704,0.41
4of4,HLA_B3502,0.41
2of4,HLA_C1403,0.41
3of4,HLA_B3503,0.41
2of5,HLA_B5401,0.41
1of2,HLA_B5301,0.41
3of3,HLA_B1502,0.41
4of4,HLA_B5001,0.41
1of1,HLA_C0403,0.41
3of3,HLA_C0801,0.41
2of5,HLA_C1202,0.41
5of5,HLA_B0704,0.41
2of3,HLA_A2608,0.41
1of2,HLA_B5101,0.41
2of4,HLA_A2301,0.41
1of4,HLA_B0801,0.41
1of4,HLA_B1517,0.41
1of6,HLA_B4402,0.41
1of5,HLA_A2601,0.41
2of2,HLA_A3401,0.41
1of4,HLA_A3001,0.41
1of2,HLA_B1302,0.41
1of5,HLA_B1302,0.41
6of6,HLA_B1513,0.41
1of1,HLA_A3101,0.41
1of2,HLA_B3802,0.41
1of4,HLA_B1402,0.41
1of1,HLA_B4032,0.41
1of5,HLA_C1701,0.41
1of5,HLA_C0102,0.41
3of6,HLA_A0252,0.41
1of1,HLA_A2601,0.41
1of2,HLA_A2501,0.41
6of6,HLA_C1403,0.41
6of6,HLA_A0252,0.41
1of5,HLA_A0206,0.41
5of5,HLA_C0702,0.41
1of5,HLA_C0401,0.41
3of6,HLA_B5701,0.41
1of5,HLA_A6601,0.41
1of3,HLA_B4032,0.41
6of6,HLA_B1503,0.41
2of6,HLA_B5108,0.41
1of1,HLA_A7401,0.41
3of6,HLA_B4402,0.41
1of4,HLA_B5703,0.41
1of2,HLA_B1805,0.41
3of5,HLA_A6601,0.41
3of4,HLA_C1403,0.41
3of6,HLA_B0704,0.4
1of3,HLA_B4901,0.4
6of6,HLA_A0205,0.4
1of2,HLA_B5703,0.4
6of6,HLA_B1502,0.4
6of6,HLA_A3002,0.4
2of6,HLA_B4032,0.4
3of4,HLA_A0201,0.4
3of4,HLA_B1518,0.4
3of3,HLA_C1601,0.4
1of3,HLA_B5001,0.4
4of5,HLA_B3905,0.4
6of6,HLA_B1501,0.4
2of2,HLA_B7301,0.4
6of6,HLA_C0401,0.4
1of3,HLA_B1805,0.4
2of5,HLA_C1402,0.4
1of5,HLA_C0501,0.4
1of3,HLA_A2402,0.4
6of6,HLA_A3401,0.4
4of4,HLA_B5703,0.4
2of4,HLA_B3502,0.4
3of6,HLA_C1402,0.4
1of2,HLA_B6701,0.4
1of1,HLA_B0704,0.4
3of5,HLA_B0702,0.4
3of6,HLA_A2402,0.4
2of2,HLA_C1701,0.4
4of4,HLA_B1501,0.4
2of4,HLA_B0702,0.4
3of6,HLA_A6802,0.4
1of6,HLA_A3002,0.4
5of6,HLA_C0304,0.4
3of5,HLA_A1101,0.4
1of5,HLA_B3502,0.4
3of3,HLA_C0602,0.4
1of2,HLA_A3101,0.4
4of4,HLA_A2902,0.4
4of5,HLA_B1518,0.4
2of6,HLA_C0102,0.4
3of3,HLA_B8101,0.4
3of6,HLA_B6701,0.4
2of6,HLA_A6801,0.4
2of3,HLA_B5108,0.4
1of2,HLA_B1517,0.4
6of6,HLA_A0206,0.4
3of3,HLA_A2402,0.4
1of4,HLA_A0252,0.4
2of2,HLA_A7401,0.4
1of4,HLA_B8101,0.4
3of5,HLA_A3002,0.4
4of5,HLA_B2709,0.4
5of5,HLA_A6801,0.4
2of3,HLA_B3801,0.4
3of6,HLA_C0401,0.4
1of6,HLA_B4701,0.4
4of5,HLA_B4801,0.4
1of4,HLA_B5802,0.4
4of6,HLA_B4402,0.4
1of5,HLA_A0211,0.4
4of4,HLA_B2705,0.4
1of5,HLA_B1501,0.4
6of6,HLA_B5301,0.4
6of6,HLA_A6601,0.4
1of1,HLA_A2608,0.4
1of2,HLA_A0211,0.4
1of4,HLA_C0304,0.4
5of5,HLA_A0101,0.4
1of3,HLA_C1701,0.4
2of4,HLA_B5108,0.4
2of3,HLA_B5401,0.4
3of6,HLA_B4403,0.4
2of2,HLA_B3801,0.4
1of4,HLA_B4001,0.4
1of4,HLA_B3901,0.4
2of3,HLA_C0501,0.39
1of6,HLA_C1203,0.39
1of1,HLA_B4006,0.39
1of3,HLA_A3001,0.39
2of2,HLA_B1401,0.39
5of5,HLA_B5502,0.39
2of3,HLA_B0704,0.39
3of6,HLA_C1204,0.39
1of6,HLA_A3101,0.39
3of4,HLA_B6701,0.39
3of3,HLA_A0301,0.39
1of5,HLA_B3801,0.39
2of2,HLA_A0205,0.39
4of5,HLA_B1503,0.39
3of3,HLA_B4405,0.39
1of2,HLA_A0302,0.39
4of5,HLA_B3901,0.39
3of3,HLA_B0702,0.39
2of3,HLA_B1502,0.39
3of3,HLA_B1805,0.39
2of5,HLA_A6802,0.39
2of5,HLA_C0802,0.39
1of1,HLA_B1301,0.39
3of4,HLA_B5401,0.39
2of5,HLA_B1501,0.39
1of1,HLA_C0701,0.39
1of3,HLA_C0501,0.39
3of4,HLA_B3905,0.39
4of5,HLA_B3906,0.39
2of3,HLA_B3507,0.39
3of4,HLA_A6601,0.39
1of3,HLA_A0301,0.39
4of4,HLA_B4032,0.39
3of6,HLA_B1401,0.39
6of6,HLA_B4403,0.39
1of4,HLA_A2402,0.39
5of5,HLA_B5501,0.39
2of4,HLA_B1801,0.39
4of4,HLA_A0301,0.39
4of6,HLA_A2608,0.39
2of6,HLA_B4601,0.39
1of4,HLA_B4405,0.39
2of2,HLA_A1101,0.39
2of3,HLA_C0702,0.39
4of4,HLA_A2407,0.39
4of4,HLA_A0211,0.39
1of4,HLA_C1505,0.39
4of6,HLA_B0801,0.39
1of3,HLA_C0802,0.39
5of5,HLA_B1510,0.39
5of5,HLA_B1803,0.39
2of5,HLA_B3905,0.39
1of5,HLA_B5701,0.39
6of6,HLA_C1601,0.39
6of6,HLA_B2704,0.39
1of4,HLA_C0202,0.39
2of3,HLA_A6801,0.39
1of5,HLA_B5001,0.39
3of6,HLA_A0206,0.39
2of2,HLA_C0501,0.39
1of1,HLA_B4801,0.39
6of6,HLA_C0102,0.39
5of5,HLA_C0102,0.39
4of4,HLA_A2301,0.39
2of2,HLA_C1505,0.39
4of4,HLA_A0252,0.39
2of5,HLA_B1511,0.39
2of2,HLA_A6601,0.39
2of3,HLA_B4601,0.39
1of2,HLA_A7401,0.39
1of6,HLA_B0702,0.39
4of4,HLA_A3001,0.39
3of5,HLA_C1403,0.39
1of4,HLA_A3101,0.39
4of4,HLA_C1505,0.39
3of3,HLA_C1502,0.39
1of2,HLA_A6601,0.39
4of4,HLA_B5701,0.39
1of3,HLA_A0252,0.39
5of5,HLA_B3924,0.39
1of6,HLA_B5108,0.39
6of6,HLA_A0211,0.39
4of4,HLA_B4701,0.39
3of5,HLA_A3101,0.39
1of1,HLA_A1102,0.39
3of6,HLA_A3001,0.39
4of4,HLA_B1302,0.39
2of3,HLA_A2501,0.39
6of6,HLA_A2902,0.39
2of6,HLA_B3901,0.39
4of6,HLA_B1513,0.38
2of3,HLA_A1102,0.38
4of6,HLA_B1511,0.38
1of6,HLA_C1403,0.38
1of3,HLA_A2902,0.38
4of6,HLA_B3901,0.38
1of3,HLA_B2705,0.38
3of6,HLA_C0702,0.38
4of6,HLA_B4032,0.38
4of6,HLA_B3924,0.38
3of6,HLA_C0501,0.38
5of5,HLA_B1402,0.38
4of6,HLA_B2705,0.38
2of6,HLA_A2601,0.38
3of4,HLA_A3401,0.38
5of5,HLA_B5108,0.38
2of4,HLA_B4201,0.38
1of5,HLA_A2902,0.38
1of2,HLA_B5108,0.38
6of6,HLA_B3802,0.38
1of3,HLA_A1101,0.38
6of6,HLA_A2407,0.38
3of4,HLA_A6901,0.38
5of5,HLA_B5401,0.38
6of6,HLA_B2705,0.38
1of2,HLA_B5401,0.38
2of6,HLA_B3507,0.38
1of5,HLA_B2705,0.38
6of6,HLA_B1302,0.38
5of5,HLA_B5601,0.38
2of3,HLA_B1510,0.38
6of6,HLA_A2608,0.38
3of6,HLA_B4001,0.38
1of5,HLA_A3001,0.38
1of5,HLA_A0252,0.38
6of6,HLA_B3801,0.38
5of5,HLA_B3501,0.38
2of3,HLA_B3802,0.38
2of4,HLA_B5201,0.38
5of5,HLA_B3901,0.38
2of4,HLA_A1102,0.38
3of4,HLA_A2902,0.38
3of4,HLA_B0702,0.38
2of6,HLA_C1204,0.38
3of4,HLA_C0501,0.38
3of5,HLA_B3502,0.38
3of4,HLA_C0802,0.38
6of6,HLA_B4402,0.38
1of2,HLA_C0701,0.38
6of6,HLA_C0501,0.38
1of2,HLA_B4402,0.38
1of2,HLA_A2601,0.38
1of4,HLA_B3701,0.38
1of4,HLA_C1402,0.38
6of6,HLA_B4801,0.38
3of6,HLA_B3802,0.38
1of6,HLA_A7401,0.38
4of6,HLA_A2601,0.38
4of5,HLA_B4901,0.38
4of5,HLA_B4001,0.38
4of5,HLA_B1803,0.38
2of2,HLA_B3508,0.38
1of3,HLA_A2601,0.38
2of3,HLA_B3701,0.38
3of3,HLA_A2608,0.38
3of3,HLA_C1403,0.38
1of1,HLA_C0704,0.38
3of6,HLA_B4801,0.38
1of4,HLA_B5401,0.38
4of4,HLA_B3801,0.38
1of4,HLA_A0301,0.38
4of4,HLA_C0401,0.38
4of5,HLA_B1402,0.37
4of4,HLA_B1803,0.37
4of5,HLA_B1501,0.37
2of2,HLA_C0401,0.37
6of6,HLA_C1505,0.37
2of5,HLA_A0252,0.37
4of4,HLA_B4006,0.37
6of6,HLA_C0701,0.37
2of3,HLA_A2601,0.37
2of2,HLA_A3303,0.37
2of2,HLA_C0102,0.37
4of5,HLA_B2705,0.37
2of2,HLA_C0702,0.37
4of4,HLA_C1602,0.37
2of6,HLA_B3905,0.37
2of2,HLA_B4001,0.37
2of2,HLA_A2601,0.37
6of6,HLA_C0704,0.37
2of5,HLA_B4002,0.37
2of5,HLA_B6701,0.37
2of6,HLA_C0802,0.37
2of2,HLA_B5802,0.37
2of6,HLA_C0401,0.37
2of2,HLA_A2301,0.37
2of3,HLA_B1511,0.37
2of3,HLA_B3503,0.37
2of5,HLA_A0203,0.37
2of4,HLA_C0702,0.37
5of5,HLA_B5301,0.37
1of6,HLA_A3401,0.37
1of5,HLA_B1401,0.37
1of4,HLA_A2902,0.37
1of3,HLA_B1302,0.37
1of3,HLA_B4701,0.37
1of4,HLA_C1403,0.37
1of4,HLA_C1602,0.37
1of4,HLA_C1202,0.37
1of3,HLA_B3801,0.37
1of3,HLA_A0206,0.37
1of3,HLA_B1801,0.37
1of5,HLA_A2407,0.37
1of5,HLA_A2301,0.37
1of5,HLA_C0802,0.37
1of5,HLA_B4032,0.37
1of2,HLA_B1510,0.37
1of2,HLA_B4201,0.37
1of4,HLA_B1510,0.37
1of2,HLA_A0202,0.37
1of2,HLA_C0702,0.37
3of5,HLA_A7401,0.37
3of5,HLA_C1203,0.37
1of6,HLA_B3502,0.37
3of5,HLA_B0801,0.37
3of5,HLA_A3401,0.37
1of6,HLA_A1102,0.37
1of6,HLA_C1701,0.37
3of4,HLA_A1101,0.37
1of6,HLA_C1505,0.37
3of5,HLA_C0102,0.37
3of5,HLA_B4201,0.37
3of5,HLA_A0206,0.37
1of4,HLA_A6802,0.37
1of1,HLA_B7301,0.37
5of5,HLA_B3905,0.37
1of6,HLA_C0102,0.37
3of3,HLA_A2501,0.37
3of3,HLA_A6601,0.37
3of3,HLA_B5801,0.37
5of6,HLA_B3501,0.37
3of3,HLA_B3802,0.37
5of5,HLA_A3303,0.37
3of3,HLA_A1101,0.37
1of4,HLA_C0701,0.37
1of4,HLA_B5108,0.37
5of5,HLA_B3503,0.37
3of6,HLA_C1403,0.37
3of6,HLA_A2902,0.37
1of4,HLA_B0702,0.37
3of6,HLA_B4405,0.37
1of4,HLA_B3905,0.37
3of6,HLA_B7301,0.37
1of1,HLA_A2301,0.36
3of4,HLA_B3508,0.36
3of4,HLA_A2501,0.36
4of5,HLA_B4402,0.36
4of5,HLA_B4403,0.36
1of1,HLA_A3002,0.36
3of4,HLA_C1601,0.36
4of5,HLA_B2704,0.36
3of3,HLA_A0206,0.36
3of3,HLA_B2704,0.36
2of4,HLA_C0102,0.36
1of1,HLA_B1803,0.36
4of6,HLA_C0602,0.36
3of3,HLA_B4001,0.36
2of4,HLA_B1401,0.36
4of5,HLA_B1302,0.36
1of1,HLA_C0702,0.36
4of4,HLA_C0704,0.36
3of4,HLA_A2402,0.36
1of5,HLA_A0301,0.36
1of4,HLA_A0211,0.36
6of6,HLA_B4901,0.36
6of6,HLA_A3001,0.36
3of5,HLA_B4403,0.36
3of3,HLA_B5101,0.36
6of6,HLA_B0801,0.36
1of5,HLA_B3802,0.36
4of4,HLA_C0802,0.36
3of3,HLA_B3507,0.36
6of6,HLA_C0702,0.36
4of4,HLA_A2608,0.36
6of6,HLA_B4405,0.36
4of4,HLA_B7301,0.36
1of5,HLA_C1602,0.36
5of5,HLA_A3301,0.36
4of5,HLA_B5101,0.36
1of5,HLA_A3303,0.36
4of4,HLA_A3303,0.36
1of6,HLA_A0206,0.36
1of1,HLA_B5802,0.36
3of3,HLA_B5108,0.36
1of6,HLA_B1302,0.36
2of6,HLA_B1518,0.36
3of6,HLA_B3701,0.36
2of6,HLA_A0302,0.36
2of6,HLA_B3906,0.36
2of6,HLA_B3924,0.36
1of2,HLA_A3002,0.36
1of3,HLA_B1401,0.36
2of3,HLA_B7301,0.36
1of3,HLA_C0401,0.36
2of2,HLA_C0802,0.36
3of5,HLA_C1505,0.36
3of5,HLA_C1701,0.36
5of5,HLA_B3906,0.36
2of6,HLA_B4801,0.36
3of5,HLA_A2407,0.36
5of5,HLA_B1502,0.36
1of6,HLA_B4201,0.36
1of3,HLA_C1602,0.36
1of3,HLA_B7301,0.36
1of6,HLA_A0205,0.36
5of5,HLA_B7301,0.36
2of5,HLA_A6601,0.36
1of6,HLA_A2407,0.36
2of2,HLA_B3802,0.36
2of5,HLA_A0204,0.36
1of3,HLA_B3502,0.36
2of5,HLA_C0501,0.36
1of6,HLA_C0702,0.36
1of4,HLA_A0206,0.35
4of4,HLA_B4403,0.35
3of6,HLA_A0301,0.35
2of2,HLA_C0704,0.35
2of2,HLA_B4501,0.35
3of6,HLA_B1803,0.35
2of2,HLA_A2407,0.35
3of3,HLA_B5301,0.35
4of4,HLA_C0702,0.35
3of3,HLA_B5401,0.35
3of3,HLA_B5701,0.35
4of4,HLA_A7401,0.35
5of5,HLA_B4801,0.35
4of5,HLA_C0602,0.35
3of3,HLA_B2705,0.35
4of5,HLA_A0203,0.35
4of5,HLA_B4006,0.35
5of5,HLA_C0403,0.35
3of3,HLA_B4701,0.35
5of6,HLA_B4002,0.35
5of5,HLA_B4501,0.35
2of3,HLA_B4501,0.35
2of3,HLA_A0101,0.35
2of3,HLA_B1401,0.35
2of2,HLA_C0701,0.35
3of3,HLA_B1503,0.35
1of3,HLA_A7401,0.35
2of5,HLA_B3507,0.35
4of4,HLA_B4402,0.35
1of4,HLA_B5601,0.35
1of2,HLA_B4403,0.35
3of5,HLA_C1602,0.35
3of4,HLA_B5108,0.35
3of5,HLA_B5401,0.35
3of4,HLA_A0302,0.35
3of4,HLA_B3901,0.35
1of6,HLA_C0704,0.35
2of4,HLA_B3924,0.35
3of5,HLA_B1302,0.35
2of5,HLA_B0702,0.35
3of4,HLA_B5501,0.35
2of5,HLA_B3508,0.35
3of5,HLA_A0205,0.35
1of1,HLA_A2407,0.35
1of1,HLA_A0302,0.35
2of5,HLA_A3401,0.35
3of5,HLA_B1801,0.35
1of2,HLA_A3401,0.35
6of6,HLA_B0702,0.35
1of2,HLA_B3502,0.35
6of6,HLA_B5601,0.35
6of6,HLA_B5501,0.35
1of4,HLA_B5502,0.35
2of5,HLA_A2902,0.35
1of4,HLA_B5501,0.35
6of6,HLA_B1517,0.35
1of4,HLA_B1401,0.35
1of3,HLA_A0211,0.35
1of5,HLA_B1803,0.35
6of6,HLA_B3508,0.35
2of6,HLA_B3802,0.35
1of3,HLA_C0702,0.35
6of6,HLA_B5801,0.35
6of6,HLA_B6701,0.35
1of3,HLA_B4006,0.35
6of6,HLA_B5802,0.35
1of5,HLA_B4701,0.35
2of6,HLA_B1805,0.35
3of4,HLA_B5601,0.35
4of6,HLA_B4403,0.35
4of6,HLA_B7301,0.35
4of6,HLA_B1501,0.35
4of6,HLA_A3001,0.35
4of5,HLA_B4032,0.35
1of6,HLA_C1602,0.35
4of6,HLA_B8101,0.35
1of6,HLA_A0302,0.35
1of6,HLA_B5401,0.35
4of6,HLA_B1803,0.35
4of6,HLA_B3906,0.35
4of5,HLA_B5001,0.35
4of6,HLA_B3501,0.35
2of4,HLA_B1510,0.34
2of2,HLA_B3502,0.34
2of5,HLA_A0201,0.34
3of6,HLA_A6801,0.34
6of6,HLA_B4201,0.34
1of5,HLA_B7301,0.34
1of2,HLA_B4901,0.34
3of6,HLA_C0802,0.34
2of3,HLA_B5301,0.34
3of4,HLA_B3507,0.34
1of2,HLA_B3924,0.34
2of6,HLA_B1402,0.34
2of6,HLA_B1401,0.34
3of4,HLA_A0206,0.34
4of4,HLA_A3301,0.34
1of2,HLA_A2407,0.34
3of3,HLA_A3101,0.34
3of3,HLA_A0302,0.34
4of4,HLA_A1101,0.34
4of6,HLA_B1402,0.34
3of5,HLA_A1102,0.34
2of5,HLA_C1403,0.34
3of3,HLA_A2601,0.34
4of4,HLA_B4405,0.34
6of6,HLA_A3101,0.34
6of6,HLA_B1402,0.34
1of4,HLA_B1513,0.34
6of6,HLA_B1401,0.34
4of6,HLA_C1403,0.34
1of3,HLA_A3303,0.34
1of3,HLA_A3101,0.34
6of6,HLA_B5502,0.34
1of4,HLA_B5801,0.34
4of6,HLA_B4006,0.34
2of6,HLA_B3801,0.34
1of5,HLA_B4006,0.34
2of3,HLA_C1204,0.34
1of6,HLA_B1510,0.34
1of6,HLA_B0801,0.34
1of4,HLA_B4201,0.34
6of6,HLA_B1510,0.34
3of6,HLA_B5802,0.34
1of4,HLA_C0303,0.34
1of5,HLA_C0702,0.34
1of4,HLA_C0501,0.34
1of5,HLA_C0704,0.34
1of5,HLA_A0205,0.34
1of4,HLA_C0702,0.34
2of4,HLA_B6701,0.34
3of3,HLA_B1301,0.34
1of6,HLA_B4403,0.34
4of5,HLA_B3801,0.34
2of5,HLA_B5101,0.34
4of5,HLA_A0204,0.34
1of1,HLA_B4501,0.34
4of5,HLA_C1502,0.34
3of3,HLA_A0205,0.34
3of5,HLA_A0211,0.34
5of6,HLA_C0802,0.34
1of6,HLA_B6701,0.34
3of5,HLA_C0702,0.34
3of3,HLA_B4201,0.34
4of5,HLA_B4405,0.34
2of5,HLA_B5601,0.34
1of1,HLA_B1401,0.34
5of5,HLA_C0401,0.34
2of3,HLA_B6701,0.34
3of4,HLA_A3001,0.34
3of4,HLA_C1602,0.34
3of4,HLA_B2709,0.34
5of5,HLA_B1511,0.34
5of5,HLA_B3507,0.34
1of6,HLA_A0211,0.34
1of6,HLA_A3201,0.33
6of6,HLA_C0802,0.33
1of2,HLA_B4032,0.33
1of4,HLA_A7401,0.33
2of6,HLA_A6601,0.33
4of6,HLA_A0202,0.33
1of2,HLA_B5501,0.33
1of6,HLA_C0701,0.33
4of4,HLA_B4001,0.33
4of6,HLA_B5001,0.33
2of6,HLA_A2501,0.33
1of5,HLA_B5802,0.33
2of3,HLA_C0401,0.33
2of2,HLA_A1102,0.33
3of6,HLA_A0205,0.33
5of5,HLA_C0802,0.33
1of5,HLA_B4402,0.33
1of3,HLA_B4403,0.33
1of4,HLA_B3801,0.33
5of5,HLA_A6601,0.33
1of5,HLA_B4403,0.33
3of6,HLA_A2501,0.33
2of4,HLA_B1803,0.33
2of4,HLA_B0704,0.33
4of4,HLA_B3802,0.33
1of1,HLA_A3201,0.33
1of1,HLA_A0202,0.33
1of4,HLA_A0205,0.33
1of1,HLA_A3601,0.33
4of4,HLA_A0205,0.33
5of5,HLA_B1801,0.33
4of4,HLA_B5802,0.33
2of3,HLA_C0102,0.33
5of5,HLA_B3801,0.33
6of6,HLA_A3303,0.33
5of5,HLA_C1204,0.33
3of4,HLA_C0403,0.33
3of4,HLA_C0202,0.33
2of2,HLA_A3301,0.33
